Title,Genres,Publishers,Review Score,Console,Rating,Year
Guitar Hero: Aerosmith,"Action,Simulation",Activision,70,PlayStation 3,M,2008
SoulCalibur IV,Action,"Namco,Ubisoft",85,PlayStation 3,E,2008
Valkyria Chronicles,"Action,Role-Playing (RPG),Strategy",Sega,86,PlayStation 3,T,2008
Harvest Moon: Tree of Tranquility,"Role-Playing (RPG),Simulation",,65,Nintendo Wii,M,2008
Star Wars: The Clone Wars - Jedi Alliance,"Action,Adventure",,68,Nintendo DS,T,2008
Need for Speed: Undercover,Racing / Driving,EA,59,PlayStation 3,E,2008
Wario Land: Shake It!,Action,Nintendo,78,Nintendo Wii,T,2008
NBA 2K9,Sports,2K,82,PlayStation 3,E,2008
Major League Baseball 2K9,Sports,2K,64,X360,E,2008
NCAA Football 09,Sports,EA,81,PlayStation 3,E,2008
Kung Fu Panda,Action,Activision,71,Nintendo DS,E,2008
Devil May Cry 4,Action,Capcom,84,PlayStation 3,T,2008
Tom Clancy's EndWar,Strategy,Ubisoft,77,X360,E,2008
LEGO Batman: The Videogame,Action,,73,Sony PSP,M,2008
BioShock,Action,2K,94,PlayStation 3,E,2008
Bully: Scholarship Edition,"Action,Adventure",Rockstar,80,X360,T,2008
Prince of Persia,Action,Ubisoft,81,X360,T,2008
Kung Fu Panda,Action,Activision,70,Nintendo Wii,E,2008
Sonic Chronicles: The Dark Brotherhood,"Action,Role-Playing (RPG)",Sega,74,Nintendo DS,E,2008
Chrono Trigger,Role-Playing (RPG),SquareEnix,92,Nintendo DS,T,2008
Tomb Raider: Underworld,Action,Eidos,76,X360,E,2008
skate it,"Action,Sports",EA,70,Nintendo Wii,T,2008
The Legendary Starfy,"Action,Adventure",Nintendo,75,Nintendo DS,E,2008
Mirror's Edge,Action,EA,79,X360,T,2008
Haze,Action,Ubisoft,55,PlayStation 3,T,2008
Dissidia: Final Fantasy,"Action,Role-Playing (RPG)",SquareEnix,79,Sony PSP,T,2008
Sid Meier's Civilization: Revolution,Strategy,2K,84,X360,T,2008
Wall-E,Action,THQ,51,Nintendo Wii,E,2008
Prince of Persia,Action,Ubisoft,85,PlayStation 3,T,2008
NHL 09 ,Sports,EA,88,X360,E,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,X360,E,2008
Shaun White Snowboarding,Sports,Ubisoft,60,X360,T,2008
Turok,Action,,69,X360,E,2008
Iron Man,Action,Sega,44,Sony PSP,E,2008
De Blob,Action,THQ,82,Nintendo Wii,M,2008
Sonic Riders: Zero Gravity,Racing / Driving,Sega,56,Nintendo Wii,T,2008
Rhythm Heaven,Action,Nintendo,83,Nintendo DS,T,2008
Tomb Raider: Underworld,Action,Eidos,75,PlayStation 3,T,2008
Advance Wars: Days of Ruin,Strategy,Nintendo,86,Nintendo DS,E,2008
LEGO Batman: The Videogame,Action,,75,PlayStation 3,E,2008
Far Cry 2,Action,Ubisoft,85,PlayStation 3,T,2008
Harvest Moon: Island of Happiness,"Simulation,Strategy",,65,Nintendo DS,E,2008
Brothers in Arms: Hell's Highway,Action,Ubisoft,76,PlayStation 3,T,2008
Sonic Unleashed,"Action,Adventure",Sega,54,PlayStation 3,T,2008
Pinball Hall of Fame: The Williams Collection,Simulation,,82,Nintendo Wii,T,2008
Sonic Unleashed,"Action,Adventure",Sega,60,X360,E,2008
Samba de Amigo,Action,Sega,68,Nintendo Wii,T,2008
?kami,Action,Capcom,90,Nintendo Wii,M,2008
LEGO Indiana Jones: The Original Adventures,Action,,77,PlayStation 3,E,2008
MotorStorm: Pacific Rift,"Action,Racing / Driving,Sports",Sony,82,PlayStation 3,T,2008
Tiger Woods PGA Tour 09,Sports,EA,84,X360,E,2008
SimCity Creator,Simulation,EA,67,Nintendo Wii,E,2008
Tiger Woods PGA Tour 09,Sports,EA,82,PlayStation 3,E,2008
Sid Meier's Civilization: Revolution,"Simulation,Strategy",2K,80,Nintendo DS,M,2008
Pure,"Racing / Driving,Sports",Disney,83,PlayStation 3,M,2008
Turok,Action,,67,PlayStation 3,M,2008
Crash: Mind over Mutant,Action,,70,Nintendo Wii,E,2008
Spider-Man: Web of Shadows,Action,Activision,68,X360,E,2008
Frontlines: Fuel of War,Action,THQ,75,X360,M,2008
GRID,"Racing / Driving,Simulation,Sports",,87,X360,E,2008
Too Human,"Action,Role-Playing (RPG)",Microsoft,65,X360,T,2008
Speed Racer: The Videogame,Racing / Driving,,69,Nintendo Wii,M,2008
LEGO Indiana Jones: The Original Adventures,Action,,76,Sony PSP,E,2008
SEGA Bass Fishing,Sports,Sega,59,Nintendo Wii,E,2008
The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",Disney,63,Nintendo Wii,M,2008
Iron Man,Action,Sega,56,Nintendo DS,M,2008
The Sims 2: Apartment Pets,Simulation,EA,50,Nintendo DS,M,2008
MLB 08: The Show,Sports,Sony,83,Sony PSP,M,2008
Iron Man,Action,Sega,42,PlayStation 3,T,2008
Madagascar: Escape 2 Africa,"Action,Adventure",Activision,55,Nintendo DS,T,2008
GRID,"Racing / Driving,Simulation,Sports",,87,PlayStation 3,T,2008
NHL 09,Sports,EA,88,PlayStation 3,M,2008
Banjo-Kazooie: Nuts & Bolts,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,X360,E,2008
Hot Shots Golf: Out of Bounds,Sports,Sony,81,PlayStation 3,T,2008
Rune Factory 2: A Fantasy Harvest Moon,"Action,Role-Playing (RPG),Simulation",,79,Nintendo DS,T,2008
SimCity Creator,Simulation,EA,69,Nintendo DS,M,2008
Patapon,"Action,Strategy",Sony,86,Sony PSP,T,2008
Shaun White Snowboarding,Sports,Ubisoft,63,PlayStation 3,T,2008
Iron Man,Action,Sega,44,Nintendo Wii,T,2008
Sega Superstars Tennis,Sports,Sega,65,Nintendo DS,T,2008
Lost Planet: Extreme Condition,Action,Capcom,67,PlayStation 3,T,2008
Mirror's Edge,Action,EA,79,PlayStation 3,T,2008
The Incredible Hulk,Action,Sega,46,Nintendo Wii,T,2008
Condemned 2: Bloodshot,"Action,Adventure",Sega,80,X360,T,2008
Sega Superstars Tennis,Sports,Sega,71,Nintendo Wii,E,2008
Speed Racer: The Videogame,Racing / Driving,,75,Nintendo DS,M,2008
Viva Pi$?ata: Pocket Paradise,"Simulation,Strategy",THQ,82,Nintendo DS,T,2008
Tom Clancy's EndWar,Strategy,Ubisoft,76,PlayStation 3,M,2008
Iron Man,Action,Sega,45,X360,M,2008
Need for Speed: Undercover,Racing / Driving,EA,54,Nintendo Wii,E,2008
Wall-E,Action,THQ,50,X360,E,2008
Spectrobes: Beyond the Portals,"Action,Role-Playing (RPG)",Disney,70,Nintendo DS,M,2008
MX vs. ATV Untamed,Educational,Ubisoft,59,Sony PSP,T,2008
Mercenaries 2: World in Flames,Action,EA,72,PlayStation 3,E,2008
Infinite Undiscovery,"Action,Role-Playing (RPG)",SquareEnix,68,X360,T,2008
TNA iMPACT!,Sports,Midway,62,X360,M,2008
Enemy Territory: Quake Wars,Action,Activision,69,X360,T,2008
Fire Emblem: Shadow Dragon,"Role-Playing (RPG),Strategy",Nintendo,81,Nintendo DS,M,2008
Neopets Puzzle Adventure,"Adventure,Role-Playing (RPG),Strategy",Capcom,70,Nintendo DS,T,2008
Tales of Vesperia,"Adventure,Role-Playing (RPG)",Namco,79,X360,M,2008
SingStar ABBA,Action,Sony,70,PlayStation 3,T,2008
Dragon Ball Z: Burst Limit,Action,"Atari,Namco",72,X360,E,2008
Apollo Justice: Ace Attorney,"Adventure,Simulation",Capcom,78,Nintendo DS,T,2008
Castlevania: Order of Ecclesia,"Action,Adventure,Role-Playing (RPG)",Konami,85,Nintendo DS,T,2008
Mega Man Star Force 2: Zerker X Ninja,"Action,Role-Playing (RPG)",Capcom,55,Nintendo DS,T,2008
Enemy Territory: Quake Wars,Action,Activision,60,PlayStation 3,T,2008
Namco Museum: Virtual Arcade,"Action,Racing / Driving",Namco,63,X360,T,2008
NASCAR 09,"Racing / Driving,Sports",EA,69,X360,T,2008
Turning Point: Fall of Liberty,Action,,43,X360,M,2008
Summer Athletics 2009,Sports,,56,Nintendo Wii,M,2008
Unreal Tournament III,Action,Midway,82,X360,M,2008
Shaun White Snowboarding,"Racing / Driving,Sports",Ubisoft,63,Nintendo DS,T,2008
Dark Sector,Action,,72,PlayStation 3,T,2008
The Last Remnant,Role-Playing (RPG),SquareEnix,66,X360,T,2008
Dragon Ball Z: Burst Limit,Action,"Atari,Namco",71,PlayStation 3,M,2008
NASCAR 09,"Racing / Driving,Sports",EA,65,PlayStation 3,E,2008
Turning Point: Fall of Liberty,Action,,42,PlayStation 3,T,2008
MX vs. ATV Untamed,Racing / Driving,THQ,70,Nintendo Wii,E,2008
Crash: Mind over Mutant,Action,,60,X360,M,2008
The Incredible Hulk,Action,Sega,55,X360,E,2008
Silent Hill: Homecoming,Action,Konami,70,X360,T,2008
TNA iMPACT!,Sports,Midway,64,PlayStation 3,M,2008
The Incredible Hulk,Action,Sega,55,PlayStation 3,T,2008
Kung Fu Panda,Action,Activision,76,PlayStation 3,M,2008
Dark Sector,Action,,72,X360,M,2008
Tales of Symphonia: Dawn of the New World,Role-Playing (RPG),Namco,68,Nintendo Wii,T,2008
Valkyrie Profile: Covenant of the Plume,"Role-Playing (RPG),Strategy",SquareEnix,74,Nintendo DS,M,2008
Spider-Man: Web of Shadows,Action,Activision,67,PlayStation 3,E,2008
TV Show King,Strategy,,65,Nintendo Wii,T,2008
AC/DC Live: Rock Band - Track Pack,"Action,Simulation",,63,X360,M,2008
The Chronicles of Narnia: Prince Caspian,Role-Playing (RPG),Disney,54,Nintendo DS,M,2008
Hot Shots Golf: Open Tee 2,Sports,Sony,82,Sony PSP,E,2008
AC/DC Live: Rock Band - Track Pack,"Action,Simulation",,60,PlayStation 3,E,2008
Harvest Moon: Magical Melody,"Role-Playing (RPG),Simulation",,69,Nintendo Wii,T,2008
Dynasty Warriors 6,"Action,Strategy",,59,PlayStation 3,M,2008
Order Up!,"Action,Simulation",,76,Nintendo Wii,T,2008
NBA Ballers: Chosen One,Sports,Midway,55,X360,T,2008
Age of Empires: Mythologies,Strategy,THQ,78,Nintendo DS,T,2008
LocoRoco 2,"Action,Strategy",Sony,85,Sony PSP,M,2008
Star Ocean: First Departure,"Action,Role-Playing (RPG)",SquareEnix,74,Sony PSP,T,2008
Lost: Via Domus,"Action,Adventure",Ubisoft,54,PlayStation 3,T,2008
Tetris Party,Strategy,,75,Nintendo Wii,T,2008
Bully: Scholarship Edition,"Action,Adventure",Rockstar,83,Nintendo Wii,E,2008
The Spiderwick Chronicles,"Action,Adventure",,62,Nintendo Wii,M,2008
Dynasty Warriors 6,"Action,Strategy",,60,X360,M,2008
Facebreaker,Sports,EA,54,X360,M,2008
Ninja Gaiden: Dragon Sword,Action,,83,Nintendo DS,E,2008
Condemned 2: Bloodshot,"Action,Adventure",Sega,82,PlayStation 3,T,2008
Silent Hill: Homecoming,Action,Konami,71,PlayStation 3,E,2008
Command & Conquer: Red Alert 3,Strategy,EA,77,X360,T,2008
Viking: Battle for Asgard,Action,Sega,68,X360,M,2008
Beijing 2008,Sports,Sega,60,X360,T,2008
Don King Presents: Prizefighter,Sports,2K,56,X360,M,2008
Bomberman,"Action,Strategy",,73,Sony PSP,M,2008
Ferrari Challenge Trofeo Pirelli,Racing / Driving,,71,PlayStation 3,E,2008
Command & Conquer 3: Kane's Wrath,Strategy,EA,75,X360,M,2008
Lost: Via Domus,"Action,Adventure",Ubisoft,55,X360,M,2008
NHL 2K9 ,Sports,2K,69,X360,T,2008
Eternal Sonata,Role-Playing (RPG),Namco,80,PlayStation 3,M,2008
Viva Pi$?ata: Trouble in Paradise,"Racing / Driving,Simulation,Strategy",Microsoft,82,X360,T,2008
FlatOut: Head On,"Racing / Driving,Sports",,74,Sony PSP,E,2008
Viking: Battle for Asgard,Action,Sega,65,PlayStation 3,M,2008
Neopets Puzzle Adventure,"Role-Playing (RPG),Strategy",Capcom,52,Nintendo Wii,E,2008
TNA iMPACT!,Sports,Midway,43,Nintendo Wii,E,2008
Tomb Raider: Underworld,Action,Eidos,70,Nintendo Wii,T,2008
The Club,Action,Sega,76,X360,T,2008
The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",Disney,56,X360,M,2008
Cabela's Dangerous Hunts 2009,Sports,Activision,42,X360,M,2008
Dark Messiah of Might and Magic: Elements,"Action,Role-Playing (RPG)",Ubisoft,52,X360,T,2008
Fracture,Action,,63,X360,T,2008
Bomberman Land,Action,,57,Nintendo Wii,T,2008
Nitrobike,"Action,Racing / Driving,Sports",Ubisoft,49,Nintendo Wii,E,2008
Culdcept Saga,Strategy,Namco,75,X360,T,2008
Facebreaker,Sports,,53,PlayStation 3,E,2008
MLB Power Pros 2008,Sports,2K,83,Nintendo Wii,E,2008
Mushroom Men: The Spore Wars,Action,,72,Nintendo Wii,E,2008
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing (RPG),SquareEnix,84,Nintendo DS,T,2008
Ninjatown,Strategy,,80,Nintendo DS,T,2008
Super Dodgeball Brawlers,"Action,Sports",,65,Nintendo DS,T,2008
Dokapon Kingdom,"Role-Playing (RPG),Strategy",,72,Nintendo Wii,M,2008
Alone in the Dark,"Action,Adventure,Racing / Driving",Atari,58,X360,M,2008
NBA 09: The Inside,Sports,Sony,63,PlayStation 3,M,2008
Sega Superstars Tennis,Sports,Sega,67,PlayStation 3,M,2008
Baja: Edge of Control,"Racing / Driving,Simulation,Sports",THQ,65,X360,T,2008
Destroy All Humans! Big Willy Unleashed,Adventure,THQ,53,Nintendo Wii,T,2008
Space Invaders Extreme,Action,SquareEnix,85,Nintendo DS,T,2008
Ultimate Band,"Action,Simulation",Disney,69,Nintendo DS,E,2008
The Club,Action,Sega,72,PlayStation 3,M,2008
Madagascar: Escape 2 Africa,Action,Activision,58,PlayStation 3,M,2008
NBA Ballers: Chosen One,Sports,Midway,54,PlayStation 3,M,2008
Dream Pinball 3D,Simulation,,54,Nintendo Wii,M,2008
Madagascar: Escape 2 Africa,Action,Activision,62,X360,T,2008
Pro Evolution Soccer 2008,Sports,Konami,83,Nintendo Wii,T,2008
Avalon Code,"Action,Adventure,Role-Playing (RPG)",,71,Nintendo DS,M,2008
Disgaea DS,"Role-Playing (RPG),Strategy",,82,Nintendo DS,M,2008
Guitar Rock Tour,Simulation,,60,Nintendo DS,T,2008
Lost in Blue 3,Role-Playing (RPG),Konami,59,Nintendo DS,M,2008
Syberia,Adventure,,52,Nintendo DS,T,2008
Afrika,"Adventure,Simulation",Sony,63,PlayStation 3,T,2008
NFL Head Coach 09,"Simulation,Sports,Strategy",EA,64,PlayStation 3,T,2008
NHL 2K9,Sports,2K,70,PlayStation 3,T,2008
Brothers in Arms: Double Time,"Action,Strategy",Ubisoft,45,Nintendo Wii,E,2008
ObsCure: The Aftermath,Action,,53,Nintendo Wii,T,2008
MotoGP 08,"Racing / Driving,Simulation,Sports",,68,X360,T,2008
NFL Head Coach 09,"Simulation,Sports,Strategy",EA,67,X360,E,2008
NFL Tour,"Action,Sports",EA,49,X360,M,2008
Pinball Hall of Fame: The Williams Collection,Simulation,,78,Sony PSP,T,2008
Baja: Edge of Control,"Racing / Driving,Simulation,Sports",THQ,61,PlayStation 3,M,2008
NFL Tour,"Action,Sports",EA,45,PlayStation 3,E,2008
Wall-E,Action,THQ,51,PlayStation 3,M,2008
Ninja Reflex,Action,EA,49,Nintendo Wii,E,2008
Conflict: Denied Ops,Action,Eidos,52,X360,T,2008
Top Spin 3,Sports,2K,78,X360,T,2008
Blitz: The League II,"Action,Sports",Midway,62,PlayStation 3,M,2008
Hellboy: The Science of Evil,"Action,Adventure",Konami,47,PlayStation 3,T,2008
Castlevania Judgment,Action,Konami,49,Nintendo Wii,T,2008
Death Jr. II: Root of Evil,Action,Eidos,71,Nintendo Wii,E,2008
Raiden IV,Action,,63,X360,T,2008
Metal Slug 7,Action,,70,Nintendo DS,M,2008
Spider-Man: Web of Shadows,Action,Activision,77,Nintendo DS,E,2008
Trauma Center: Under The Knife 2,"Action,Simulation",,79,Nintendo DS,T,2008
Fracture,Action,,62,PlayStation 3,M,2008
Alone in the Dark,"Action,Adventure,Racing / Driving",Atari,39,Nintendo Wii,T,2008
Final Fantasy Fables: Chocobo's Dungeon,"Action,Role-Playing (RPG)",SquareEnix,76,Nintendo Wii,M,2008
The King of Fighters Collection: The Orochi Saga,Action,,70,Nintendo Wii,E,2008
Klonoa: Door to Phantomile,Action,Namco,77,Nintendo Wii,T,2008
Samurai Warriors: Katana,Action,,53,Nintendo Wii,E,2008
Battle of the Bands,"Action,Simulation",THQ,58,Nintendo Wii,T,2008
Hellboy: The Science of Evil,"Action,Adventure",Konami,44,X360,M,2008
Dragon Ball: Origins,"Action,Adventure",Atari,78,Nintendo DS,M,2008
Ninja Reflex,Action,EA,54,Nintendo DS,T,2008
Space Bust-A-Move,Strategy,SquareEnix,71,Nintendo DS,M,2008
Top Spin 3,Sports,2K,75,PlayStation 3,M,2008
UEFA Euro 2008,Sports,EA,79,PlayStation 3,T,2008
"Blast Works: Build, Trade, Destroy",Action,,78,Nintendo Wii,T,2008
FIFA Street 3,Sports,EA,63,X360,T,2008
Blitz: The League II,"Action,Sports",Midway,68,X360,M,2008
Space Chimps,"Action,Adventure",,57,X360,T,2008
The Spiderwick Chronicles,"Action,Adventure",,59,X360,E,2008
Etrian Odyssey II: Heroes of Lagaard,Role-Playing (RPG),,82,Nintendo DS,T,2008
Line Rider 2: Unbound,"Simulation,Sports",,59,Nintendo DS,M,2008
The King of Fighters Collection: The Orochi Saga,Action,,61,Sony PSP,E,2008
Target: Terror,Action,Konami,33,Nintendo Wii,M,2008
Legendary,Action,Atari,47,X360,T,2008
Universe at War: Earth Assault,"Action,Strategy",Sega,66,X360,T,2008
Smash Court Tennis 3,"Simulation,Sports",Atari,55,X360,E,2008
Code Lyoko: Fall of X.A.N.A,"Action,Role-Playing (RPG)",,51,Nintendo DS,M,2008
Knights in the Nightmare,"Role-Playing (RPG),Strategy",,76,Nintendo DS,M,2008
Lock's Quest,"Action,Adventure,Strategy",THQ,80,Nintendo DS,E,2008
Master of the Monster Lair,Role-Playing (RPG),,63,Nintendo DS,M,2008
N+,Action,Atari,82,Nintendo DS,M,2008
Pipe Mania,Strategy,,71,Nintendo DS,T,2008
The Spiderwick Chronicles,Role-Playing (RPG),,60,Nintendo DS,E,2008
Summon Night: Twin Age,Role-Playing (RPG),,73,Nintendo DS,E,2008
Wild Arms XF,Role-Playing (RPG),,64,Sony PSP,M,2008
FIFA Street 3,Sports,EA,63,PlayStation 3,T,2008
MotoGP 08,"Racing / Driving,Simulation,Sports",,65,PlayStation 3,T,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,60,Nintendo Wii,M,2008
Let's Tap,Simulation,Sega,70,Nintendo Wii,E,2008
NHL 2K9,Sports,2K,65,Nintendo Wii,T,2008
Conflict: Denied Ops,Action,Eidos,51,PlayStation 3,E,2008
Worms: A Space Oddity,"Action,Strategy",THQ,64,Nintendo Wii,M,2008
UEFA Euro 2008,Sports,EA,80,X360,M,2008
Overlord: Raising Hell,"Action,Strategy",,72,PlayStation 3,T,2008
Battle Fantasia,"Action,Role-Playing (RPG)",,71,X360,M,2008
Bangai-O Spirits,Action,,83,Nintendo DS,M,2008
Dungeon Explorer: Warriors of Ancient Arts,"Action,Role-Playing (RPG)",,60,Nintendo DS,M,2008
From the Abyss,"Action,Role-Playing (RPG)",,60,Nintendo DS,T,2008
New International Track & Field,"Action,Sports",Konami,73,Nintendo DS,M,2008
Soul Bubbles,Strategy,Eidos,78,Nintendo DS,T,2008
Tropix!,Action,,59,Nintendo DS,M,2008
Unsolved Crimes,"Action,Adventure,Racing / Driving",,66,Nintendo DS,T,2008
Zubo,"Adventure,Role-Playing (RPG),Strategy",EA,75,Nintendo DS,E,2008
Ford Racing Off Road,Racing / Driving,,47,Sony PSP,M,2008
Harvey Birdman: Attorney at Law,Adventure,Capcom,62,Sony PSP,M,2008
Secret Agent Clank,Action,Sony,72,Sony PSP,M,2008
Space Invaders Extreme,Action,SquareEnix,84,Sony PSP,M,2008
Armored Core: For Answer,Action,Ubisoft,62,PlayStation 3,M,2008
Legendary,Action,Atari,50,PlayStation 3,E,2008
Agatha Christie: Evil Under the Sun,Adventure,,46,Nintendo Wii,M,2008
Agatha Christie: And Then There Were None,Adventure,,50,Nintendo Wii,M,2008
Armored Core: For Answer,Action,Ubisoft,64,X360,T,2008
Cradle of Rome,Strategy,,63,Nintendo DS,E,2008
The Dark Spire,"Adventure,Role-Playing (RPG)",,69,Nintendo DS,T,2008
"Flower, Sun and Rain",Adventure,,54,Nintendo DS,M,2008
Insecticide,"Action,Adventure",,55,Nintendo DS,T,2008
Izuna 2: The Unemployed Ninja Returns,Role-Playing (RPG),,65,Nintendo DS,E,2008
Looney Tunes: Cartoon Conductor,Action,Eidos,67,Nintendo DS,M,2008
Nanostray 2,Action,,75,Nintendo DS,M,2008
Hellboy: The Science of Evil,Action,Konami,42,Sony PSP,E,2008
Pipe Mania,Strategy,,74,Sony PSP,T,2008
UEFA Euro 2008,Sports,EA,68,Sony PSP,E,2008
Vampire Rain,Action,,30,PlayStation 3,E,2008
Baroque,"Action,Role-Playing (RPG)",,50,Nintendo Wii,T,2008
Supreme Commander,Strategy,,56,X360,T,2008
Hail to the Chimp,"Action,Strategy",,52,X360,M,2008
Assassin's Creed: Altar's Chronicles,Action,Ubisoft,58,Nintendo DS,T,2008
The Legend of Kage 2,Action,SquareEnix,70,Nintendo DS,E,2008
Rhapsody: A Musical Adventure,Role-Playing (RPG),,67,Nintendo DS,M,2008
Secret Files: Tunguska,Adventure,,71,Nintendo DS,M,2008
Fading Shadows,"Action,Adventure",,62,Sony PSP,E,2008
Hail to the Chimp,"Action,Strategy",,51,PlayStation 3,M,2008
Secret Files: Tunguska,Adventure,,64,Nintendo Wii,M,2008
Chicken Hunter,Action,,39,Nintendo DS,T,2008

